"","Commodity.Name","City.Name","Type","package","package_size","package_size2","Variety","Sub.Variety","Date","Low.Price","High.Price","Mostly.Low","Mostly.High","Origin","Origin.District","Item.Size","Color"
"439","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-08,250,300,275,275,"MASSACHUSETTS","",3,"ORANGE"
"440","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-08,200,220,220,220,"MASSACHUSETTS","",1,"ORANGE"
"441","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-08,250,280,250,260,"MICHIGAN","",3,"ORANGE"
"442","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-08,180,225,200,200,"PENNSYLVANIA","",3,"ORANGE"
"443","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-08,180,225,180,180,"PENNSYLVANIA","",1,"ORANGE"
"444","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-15,170,220,210,220,"CANADA","QUEBEC",1,"ORANGE"
"445","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-15,250,300,275,275,"MASSACHUSETTS","",3,"ORANGE"
"446","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-15,200,220,220,220,"MASSACHUSETTS","",1,"ORANGE"
"447","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-15,250,280,250,260,"MICHIGAN","",3,"ORANGE"
"448","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-15,180,225,200,220,"PENNSYLVANIA","",3,"ORANGE"
"449","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-15,180,225,180,180,"PENNSYLVANIA","",1,"ORANGE"
"450","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-15,220,220,220,220,"VERMONT","",1,"ORANGE"
"451","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-22,170,220,200,200,"CANADA","QUEBEC",1,"ORANGE"
"452","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-22,250,300,260,275,"MASSACHUSETTS","",3,"ORANGE"
"453","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-22,200,240,210,210,"MASSACHUSETTS","",1,"ORANGE"
"454","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-22,250,280,250,255,"MICHIGAN","",3,"ORANGE"
"455","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-22,180,225,200,210,"PENNSYLVANIA","",3,"ORANGE"
"456","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-22,175,225,175,180,"PENNSYLVANIA","",1,"ORANGE"
"457","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-22,200,220,200,210,"VERMONT","",1,"ORANGE"
"458","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-29,170,220,200,200,"CANADA","QUEBEC",1,"ORANGE"
"459","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-29,250,300,260,275,"MASSACHUSETTS","",3,"ORANGE"
"460","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-29,200,240,210,210,"MASSACHUSETTS","",1,"ORANGE"
"461","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-29,250,280,250,255,"MICHIGAN","",3,"ORANGE"
"462","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-29,180,225,200,210,"PENNSYLVANIA","",3,"ORANGE"
"463","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-29,175,225,175,180,"PENNSYLVANIA","",1,"ORANGE"
"464","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-10-29,200,220,200,210,"VERMONT","",1,"ORANGE"
"465","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-11-05,240,300,260,275,"MASSACHUSETTS","",3,"ORANGE"
"466","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-11-05,190,240,210,210,"MASSACHUSETTS","",1,"ORANGE"
"467","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-11-05,240,240,240,240,"NEW YORK","",3,"ORANGE"
"468","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-11-05,190,190,190,190,"PENNSYLVANIA","",3,"ORANGE"
"469","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-11-12,200,240,200,220,"MASSACHUSETTS","",3,"ORANGE"
"470","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-11-12,200,240,200,220,"NEW YORK","",3,"ORANGE"
"471","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-11-12,200,240,200,220,"PENNSYLVANIA","",3,"ORANGE"
"472","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-11-19,200,220,200,200,"MASSACHUSETTS","",3,"ORANGE"
"473","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-11-19,200,220,200,200,"NEW YORK","",3,"ORANGE"
"474","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-11-19,200,220,200,200,"PENNSYLVANIA","",3,"ORANGE"
"475","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-11-26,200,220,200,200,"MASSACHUSETTS","",3,"ORANGE"
"476","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-11-26,200,220,200,200,"NEW YORK","",3,"ORANGE"
"477","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2016-11-26,200,220,200,200,"PENNSYLVANIA","",3,"ORANGE"
"478","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2017-09-02,300,300,300,300,"MASSACHUSETTS","",3.0609756097561,""
"479","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2017-09-09,300,300,300,300,"MASSACHUSETTS","",3.0609756097561,""
"480","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2017-09-09,200,200,200,200,"PENNSYLVANIA","",3.0609756097561,""
"481","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2017-09-16,270,300,280,300,"MASSACHUSETTS","",3,""
"482","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2017-09-16,270,300,280,300,"PENNSYLVANIA","",5,""
"483","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2017-09-16,270,300,280,300,"PENNSYLVANIA","",3,""
"484","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2017-09-23,270,300,280,300,"MASSACHUSETTS","",3,""
"485","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2017-09-23,270,300,280,300,"PENNSYLVANIA","",5,""
"486","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2017-09-23,270,300,280,300,"PENNSYLVANIA","",3,""
"487","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2017-09-30,270,300,280,300,"MASSACHUSETTS","",3,""
"488","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2017-09-30,270,300,280,300,"PENNSYLVANIA","",5,""
"489","PUMPKINS","BOSTON",NA,36,"inch","bins","PIE TYPE","",2017-09-30,270,300,280,300,"PENNSYLVANIA","",3,""
"490","PUMPKINS","BOSTON",NA,40,"lb","cartons","PIE TYPE","",2017-09-23,20,24,24,24,"MASSACHUSETTS","",3,""
"491","PUMPKINS","BOSTON",NA,40,"lb","cartons","PIE TYPE","",2017-09-30,20,24,24,24,"MASSACHUSETTS","",3,""
"492","PUMPKINS","BOSTON",NA,24,"inch","bins","BLUE TYPE","",2016-09-24,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"493","PUMPKINS","BOSTON",NA,24,"inch","bins","BLUE TYPE","",2016-10-01,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"494","PUMPKINS","BOSTON",NA,24,"inch","bins","BLUE TYPE","",2016-10-08,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"495","PUMPKINS","BOSTON",NA,24,"inch","bins","BLUE TYPE","",2016-10-15,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"496","PUMPKINS","BOSTON",NA,24,"inch","bins","BLUE TYPE","",2016-10-22,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"497","PUMPKINS","BOSTON",NA,24,"inch","bins","BLUE TYPE","",2016-10-29,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"498","PUMPKINS","BOSTON",NA,24,"inch","bins","BLUE TYPE","",2016-11-05,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"499","PUMPKINS","BOSTON",NA,24,"inch","bins","KNUCKLE HEAD","",2016-09-24,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"500","PUMPKINS","BOSTON",NA,24,"inch","bins","KNUCKLE HEAD","",2016-10-01,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"501","PUMPKINS","BOSTON",NA,24,"inch","bins","KNUCKLE HEAD","",2016-10-08,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"502","PUMPKINS","BOSTON",NA,24,"inch","bins","KNUCKLE HEAD","",2016-10-15,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"503","PUMPKINS","BOSTON",NA,24,"inch","bins","KNUCKLE HEAD","",2016-10-22,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"504","PUMPKINS","BOSTON",NA,24,"inch","bins","KNUCKLE HEAD","",2016-10-29,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"505","PUMPKINS","BOSTON",NA,24,"inch","bins","KNUCKLE HEAD","",2016-11-05,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"506","PUMPKINS","BOSTON",NA,24,"inch","bins","BIG MACK TYPE","",2016-09-24,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"507","PUMPKINS","BOSTON",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-01,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"508","PUMPKINS","BOSTON",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-08,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"509","PUMPKINS","BOSTON",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-15,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"510","PUMPKINS","BOSTON",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-22,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"511","PUMPKINS","BOSTON",NA,24,"inch","bins","BIG MACK TYPE","",2016-10-29,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"512","PUMPKINS","BOSTON",NA,24,"inch","bins","BIG MACK TYPE","",2016-11-05,260,285,285,285,"MASSACHUSETTS","",5,"ORANGE"
"513","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-09,175,175,175,175,"MASSACHUSETTS","",3.0609756097561,""
"514","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-16,200,225,225,225,"MASSACHUSETTS","",6,""
"515","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-16,175,200,200,200,"MASSACHUSETTS","",5,""
"516","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-16,175,200,200,200,"MASSACHUSETTS","",4,""
"517","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-16,175,200,200,200,"MASSACHUSETTS","",2,""
"518","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-16,175,200,175,175,"MASSACHUSETTS","",1,""
"519","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-16,200,225,225,225,"PENNSYLVANIA","",6,""
"520","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-16,175,200,200,200,"PENNSYLVANIA","",5,""
"521","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-23,200,225,210,225,"MASSACHUSETTS","",6,""
"522","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-23,175,200,185,200,"MASSACHUSETTS","",5,""
"523","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-23,175,200,175,200,"MASSACHUSETTS","",4,""
"524","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-23,175,200,175,200,"MASSACHUSETTS","",2,""
"525","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-23,175,200,175,175,"MASSACHUSETTS","",1,""
"526","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-23,200,225,225,225,"PENNSYLVANIA","",6,""
"527","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-23,175,200,185,200,"PENNSYLVANIA","",5,""
"528","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-30,200,225,210,225,"MASSACHUSETTS","",6,""
"529","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-30,175,200,185,200,"MASSACHUSETTS","",5,""
"530","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-30,175,200,175,190,"MASSACHUSETTS","",4,""
"531","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-30,175,200,175,185,"MASSACHUSETTS","",2,""
"532","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-30,175,200,175,175,"MASSACHUSETTS","",1,""
"533","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-30,200,225,225,225,"PENNSYLVANIA","",6,""
"534","PUMPKINS","BOSTON",NA,36,"inch","bins","BIG MACK TYPE","",2017-09-30,175,200,185,200,"PENNSYLVANIA","",5,""
"535","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-09-24,15,18,15,15,"MASSACHUSETTS","",1,"WHITE"
"536","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-09-24,15,18,15,15,"MASSACHUSETTS","",1,"ORANGE"
"537","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-10-01,15,18,15,15,"MASSACHUSETTS","",1,"WHITE"
"538","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-10-01,15,18,15,15,"MASSACHUSETTS","",1,"ORANGE"
"539","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-10-08,15,18,15,15,"MASSACHUSETTS","",1,"ORANGE"
"540","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-10-08,15,18,15,15,"MASSACHUSETTS","",1,"WHITE"
"541","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-10-15,15,18,15,15,"MASSACHUSETTS","",1,"ORANGE"
"542","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-10-15,15,18,15,15,"MASSACHUSETTS","",1,"WHITE"
"543","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-10-22,15,18,15,15,"MASSACHUSETTS","",1,"WHITE"
"544","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-10-22,15,18,15,15,"MASSACHUSETTS","",1,"ORANGE"
"545","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-10-29,15,18,15,15,"MASSACHUSETTS","",1,"WHITE"
"546","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-10-29,15,18,15,15,"MASSACHUSETTS","",1,"ORANGE"
"547","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-11-05,15,18,15,15,"MASSACHUSETTS","",1,"ORANGE"
"548","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","FLAT TYPE",2016-11-05,15,18,15,15,"MASSACHUSETTS","",1,"WHITE"
"549","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","ROUND TYPE",2016-09-24,15,18,15,15,"MASSACHUSETTS","",1,"WHITE"
"550","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","ROUND TYPE",2016-09-24,15,18,15,15,"MASSACHUSETTS","",1,"ORANGE"
"551","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","ROUND TYPE",2016-10-01,15,18,15,15,"MASSACHUSETTS","",1,"WHITE"
"552","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","ROUND TYPE",2016-10-01,15,18,15,15,"MASSACHUSETTS","",1,"ORANGE"
"553","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","ROUND TYPE",2016-10-08,15,18,15,15,"MASSACHUSETTS","",1,"WHITE"
"554","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","ROUND TYPE",2016-10-08,15,18,15,15,"MASSACHUSETTS","",1,"ORANGE"
"555","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","ROUND TYPE",2016-10-15,15,18,15,15,"MASSACHUSETTS","",1,"ORANGE"
"556","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","ROUND TYPE",2016-10-15,15,18,15,15,"MASSACHUSETTS","",1,"WHITE"
"557","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","ROUND TYPE",2016-10-22,15,18,15,15,"MASSACHUSETTS","",1,"WHITE"
"558","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","ROUND TYPE",2016-10-22,15,18,15,15,"MASSACHUSETTS","",1,"ORANGE"
"559","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","ROUND TYPE",2016-10-29,15,18,15,15,"MASSACHUSETTS","",1,"WHITE"
"560","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","ROUND TYPE",2016-10-29,15,18,15,15,"MASSACHUSETTS","",1,"ORANGE"
"561","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","ROUND TYPE",2016-11-05,15,18,15,15,"MASSACHUSETTS","",1,"WHITE"
"562","PUMPKINS","BOSTON",NA,22,"lb","cartons","MINIATURE","ROUND TYPE",2016-11-05,15,18,15,15,"MASSACHUSETTS","",1,"ORANGE"
"563","PUMPKINS","CHICAGO","",24,"inch","bins","HOWDEN TYPE","",2017-09-16,200,225,200,225,"CANADA","ONTARIO",4,"ORANGE"
"564","PUMPKINS","CHICAGO","",24,"inch","bins","HOWDEN TYPE","",2017-09-16,200,220,200,220,"ILLINOIS","",4,"ORANGE"
"565","PUMPKINS","CHICAGO","",24,"inch","bins","HOWDEN TYPE","",2017-09-23,200,225,200,225,"CANADA","ONTARIO",4,"ORANGE"
"566","PUMPKINS","CHICAGO","",24,"inch","bins","HOWDEN TYPE","",2017-09-23,200,220,200,220,"ILLINOIS","",4,"ORANGE"
"567","PUMPKINS","CHICAGO","",24,"inch","bins","HOWDEN TYPE","",2017-09-30,200,225,200,225,"CANADA","ONTARIO",4,"ORANGE"
"568","PUMPKINS","CHICAGO","",24,"inch","bins","HOWDEN TYPE","",2017-09-30,200,220,200,220,"ILLINOIS","",4,"ORANGE"
"569","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-09-24,135,135,135,135,"ILLINOIS","",4,""
"570","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-09-24,130,130,130,130,"MICHIGAN","",4,""
"571","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-10-01,130,135,130,135,"ILLINOIS","",4,""
"572","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-10-01,130,130,130,130,"MICHIGAN","",4,""
"573","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-10-08,130,130,130,130,"ILLINOIS","",4,""
"574","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-10-08,130,130,130,130,"MICHIGAN","",4,""
"575","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-10-15,130,135,130,135,"ILLINOIS","",4,""
"576","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-10-15,130,130,130,130,"MICHIGAN","",4,""
"577","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-10-15,60,60,60,60,"OHIO","",5,""
"578","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-10-22,130,135,130,135,"ILLINOIS","",4,""
"579","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-10-22,130,130,130,130,"MICHIGAN","",4,""
"580","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-10-22,60,60,60,60,"OHIO","",5,""
"581","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-10-29,125,135,125,135,"ILLINOIS","",4,""
"582","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-10-29,130,130,130,130,"MICHIGAN","",4,""
"583","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-10-29,60,60,60,60,"OHIO","",5,""
"584","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-11-05,125,130,125,130,"ILLINOIS","",4,""
"585","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-11-05,130,130,130,130,"MICHIGAN","",4,""
"586","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-11-05,60,60,60,60,"OHIO","",5,""
"587","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-11-12,125,130,125,130,"ILLINOIS","",4,""
"588","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-11-12,120,130,120,130,"MICHIGAN","",4,""
"589","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-11-12,60,60,60,60,"OHIO","",5,""
"590","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-11-19,125,130,125,130,"ILLINOIS","",4,""
"591","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-11-19,100,130,100,130,"MICHIGAN","",4,""
"592","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-11-19,60,60,60,60,"OHIO","",5,""
"593","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-11-26,125,125,125,125,"ILLINOIS","",4,""
"594","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-11-26,100,125,100,125,"MICHIGAN","",4,""
"595","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-12-03,125,125,125,125,"ILLINOIS","",4,""
"596","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-12-03,100,125,100,125,"MICHIGAN","",4,""
"597","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-12-10,125,125,125,125,"ILLINOIS","",4,""
"598","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2016-12-10,100,125,100,125,"MICHIGAN","",4,""
"599","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2017-09-23,170,170,170,170,"MICHIGAN","",5,""
"600","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN TYPE","",2017-09-30,170,170,170,170,"MICHIGAN","",5,""
"601","PUMPKINS","CHICAGO","",24,"inch","bins","HOWDEN WHITE TYPE","",2017-09-02,200,200,200,200,"ILLINOIS","",3,""
"602","PUMPKINS","CHICAGO","",24,"inch","bins","HOWDEN WHITE TYPE","",2017-09-09,200,200,200,200,"ILLINOIS","",3,""
"603","PUMPKINS","CHICAGO","",24,"inch","bins","HOWDEN WHITE TYPE","",2017-09-16,200,200,200,200,"ILLINOIS","",3,""
"604","PUMPKINS","CHICAGO","",24,"inch","bins","HOWDEN WHITE TYPE","",2017-09-23,200,200,200,200,"ILLINOIS","",3,""
"605","PUMPKINS","CHICAGO","",24,"inch","bins","HOWDEN WHITE TYPE","",2017-09-30,200,200,200,200,"ILLINOIS","",3,""
"606","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN WHITE TYPE","",2016-09-24,150,150,150,150,"ILLINOIS","",4,""
"607","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN WHITE TYPE","",2016-10-01,150,150,150,150,"ILLINOIS","",4,""
"608","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN WHITE TYPE","",2016-10-08,150,150,150,150,"ILLINOIS","",4,""
"609","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN WHITE TYPE","",2016-10-15,150,150,150,150,"ILLINOIS","",4,""
"610","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN WHITE TYPE","",2016-10-22,150,150,150,150,"ILLINOIS","",4,""
"611","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN WHITE TYPE","",2016-10-29,150,150,150,150,"ILLINOIS","",4,""
"612","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN WHITE TYPE","",2016-11-05,150,150,150,150,"ILLINOIS","",4,""
"613","PUMPKINS","CHICAGO","",36,"inch","bins","HOWDEN WHITE TYPE","",2016-11-12,150,150,150,150,"ILLINOIS","",4,""
"614","PUMPKINS","CHICAGO","",36,"inch","bins","FAIRYTALE","",2016-09-24,200,200,200,200,"ILLINOIS","",2,""
"615","PUMPKINS","CHICAGO","",36,"inch","bins","FAIRYTALE","",2016-10-01,200,200,200,200,"ILLINOIS","",2,""
"616","PUMPKINS","CHICAGO","",36,"inch","bins","FAIRYTALE","",2016-10-08,200,200,200,200,"ILLINOIS","",2,""
"617","PUMPKINS","CHICAGO","",36,"inch","bins","FAIRYTALE","",2016-10-15,200,200,200,200,"ILLINOIS","",2,""
"618","PUMPKINS","CHICAGO","",36,"inch","bins","FAIRYTALE","",2016-10-22,200,200,200,200,"ILLINOIS","",2,""
"619","PUMPKINS","CHICAGO","",36,"inch","bins","FAIRYTALE","",2016-10-29,200,200,200,200,"ILLINOIS","",2,""
"620","PUMPKINS","CHICAGO","",36,"inch","bins","FAIRYTALE","",2016-11-05,200,200,200,200,"ILLINOIS","",2,""
"621","PUMPKINS","CHICAGO","",36,"inch","bins","FAIRYTALE","",2016-11-12,185,200,185,200,"ILLINOIS","",2,""
"622","PUMPKINS","CHICAGO","",36,"inch","bins","FAIRYTALE","",2016-11-19,185,185,185,185,"ILLINOIS","",2,""
"623","PUMPKINS","CHICAGO","",36,"inch","bins","FAIRYTALE","",2016-11-26,185,185,185,185,"ILLINOIS","",2,""
"624","PUMPKINS","CHICAGO","",36,"inch","bins","FAIRYTALE","",2016-12-03,185,185,185,185,"ILLINOIS","",2,""
